systematic transcript name	expression [RPM]	transcript length[nt]	expression [RPKM]	quality tag
YAL063C	4.852407946788495	3969	1.2225769581225736	excluded
YAL063C-A	2.4262039733942475	291	8.337470698949303	excluded
YAL064C-A	1.2131019866971238	381	3.183994715740482	excluded
YAL064W	1.2131019866971238	285	4.256498198937276	excluded
YAL064W-B	0.0	381	0.0	excluded
YAL065C	0.0	387	0.0	excluded
YAL066W	0.0	309	0.0	excluded
YAL067C	8.491713906879866	1782	4.765271552682304	excluded
YAL067W-A	0.0	228	0.0	excluded
YAL068C	0.0	363	0.0	excluded
YAL068W-A	0.0	255	0.0	excluded
YAL069W	1.2131019866971238	315	3.8511174180861074	excluded
YAR002C-A	1530.9347072117707	660	2319.5980412299555	included
YAR002W	3129.803125678576	1620	1931.9772380731952	included
YAR003W	519.207650306366	1281	405.3143249854535	included
YAR007C	2457.7446250483604	1866	1317.1193060280602	included
YAR008W	255.9645191930934	828	309.13589274528186	included
YAR009C	54.58958940137057	3591	15.201779281918842	excluded
YAR010C	107.96607681604402	1323	81.6070119546818	included
YAR014C	710.877764204509	2130	333.74542920399483	included
YAR015W	6441.571549361733	921	6994.105916787984	included
YAR018C	405.1760635568379	1308	309.767632688714	included
YAR019C	533.7648741467308	2925	182.48371765700196	included
YAR019W-A	0.0	333	0.0	excluded
YAR020C	1.2131019866971238	168	7.220845158911451	excluded
YAR023C	3.639305960091371	540	6.739455481650688	excluded
YAR027W	164.98187019080893	708	233.0252403824985	included
YAR028W	104.3267708559527	705	147.98123525667052	included
YAR029W	1.2131019866971238	225	5.39156438532055	excluded
YAR030C	0.0	342	0.0	excluded
YAR031W	64.29440529494758	897	71.67715194531503	excluded
YAR033W	26.688243707336714	705	37.85566483310173	excluded
YAR035C-A	0.0	81	0.0	excluded
YAR035W	172.26048211099177	2064	83.45953590648826	included
YAR042W	1705.6213932961602	3567	478.166917100129	included
YAR047C	0.0	321	0.0	excluded
YAR050W	6.065509933485619	4614	1.3145881953804983	excluded
YAR053W	0.0	297	0.0	excluded
YAR060C	1.2131019866971238	336	3.6104225794557254	excluded
YAR061W	0.0	204	0.0	excluded
YAR062W	0.0	597	0.0	excluded
YAR064W	0.0	300	0.0	excluded
YAR066W	77.63852714861595	612	126.86033847813063	included
YAR068W	3.639305960091371	486	7.488283868500764	excluded
YAR069C	0.0	294	0.0	excluded
YAR070C	0.0	300	0.0	excluded
YAR071W	4498.182166672956	1404	3203.833452046265	included
YAR073W	1448.4437721163672	1212	1195.0856205580587	included
YAR075W	877.0727363820199	474	1850.3644227468774	included
